StudentID,Age,Gender,MaritalStatus,HighSchoolGPA,EntranceScore,StudyProgram,YearOfStudy,Modeofstudy,PartTimeFullTime,Scholarship,FinancialAid,TuitionStatus,UniversityGPA,CourseFailures,AcademicProbation,ClubParticipation,LibraryUses,DistanceFromHome,EmploymentStatus,Churn
3707,29,F,Divorced,61.5,1293.23,Sciences,5,Block,Full-time,False,False,Unpaid,3.67,0,True,High,76,633,Self-employed,0
3708,28,F,Married,74.98,1368.39,Engineering,3,Conventional,Part-time,True,True,Paid,1.15,2,False,High,39,978,Self-employed,0
3709,24,F,Married,82.62,1046.63,Engineering,2,Block,Part-time,True,False,Unpaid,2.06,7,False,Medium,16,347,Self-employed,1
3710,21,M,Married,91.89,1483.08,Engineering,3,Conventional,Part-time,True,False,Paid,1.1,6,False,Medium,16,708,Unemployed,0
3711,20,F,Married,77.52,1162.25,Engineering,4,Block,Full-time,True,True,Paid,1.63,0,False,Medium,75,763,Employed,1
3712,18,M,Single,98.4,1598.71,Arts,2,Block,Full-time,True,True,Unpaid,2.2,3,True,Low,33,424,Unemployed,0
3713,29,F,Single,70.87,800.32,Arts,5,Block,Part-time,False,False,Paid,1.37,4,False,Medium,38,255,Unemployed,1
3714,25,M,Single,89.78,887.59,Engineering,5,Block,Part-time,False,True,Unpaid,3.47,4,True,High,74,359,Unemployed,1
3715,20,M,Single,76.76,1041.43,Business,4,Conventional,Part-time,False,True,Unpaid,1.61,4,True,Medium,13,431,Self-employed,0
3716,19,F,Married,79.44,820.41,Engineering,1,Conventional,Full-time,True,False,Paid,2.23,3,True,High,78,689,Unemployed,0
3717,28,M,Single,92.1,1425.87,Sciences,3,Conventional,Part-time,True,False,Unpaid,3.41,8,True,Medium,86,795,Unemployed,0
3718,21,M,Single,71.85,842.22,Arts,5,Block,Full-time,False,True,Unpaid,1.35,0,True,High,3,100,Self-employed,1
3719,20,F,Single,63.87,1399.18,Business,2,Conventional,Full-time,True,True,Unpaid,2.86,6,False,High,32,374,Self-employed,0
3720,18,F,Married,80.81,842.05,Sciences,2,Conventional,Part-time,True,True,Paid,3.82,0,False,Low,24,452,Employed,0
3721,20,F,Divorced,81.15,1002.18,Business,2,Conventional,Part-time,True,True,Paid,2.36,2,True,Low,40,590,Self-employed,0
3722,29,F,Married,91.89,1473.02,Business,4,Conventional,Full-time,True,True,Paid,1.72,9,True,High,85,534,Self-employed,1
3723,19,M,Divorced,98.73,1560.88,Engineering,1,Conventional,Full-time,True,True,Paid,3.83,4,True,High,31,97,Unemployed,0
3724,25,M,Divorced,62.21,1131.62,Sciences,3,Block,Part-time,False,True,Unpaid,1.16,7,False,High,0,716,Employed,1
3725,23,M,Single,83.67,1575.95,Engineering,2,Conventional,Full-time,False,False,Unpaid,1.93,6,True,Medium,62,265,Self-employed,0
3726,26,M,Single,87.25,1301.5,Sciences,2,Conventional,Part-time,True,False,Unpaid,3.45,6,False,Medium,87,734,Employed,0
3727,25,M,Single,99.43,1132.67,Arts,5,Block,Part-time,True,True,Paid,1.46,4,False,Medium,52,19,Unemployed,1
3728,27,M,Married,97.7,1442.24,Sciences,1,Conventional,Full-time,False,False,Paid,1.25,9,False,High,6,213,Employed,0
3729,20,F,Married,88.5,1036.26,Arts,5,Block,Part-time,False,True,Paid,2.37,6,False,High,42,515,Self-employed,1
3730,22,M,Single,80.87,1012.64,Arts,4,Conventional,Full-time,False,True,Paid,2.0,9,True,Medium,36,888,Self-employed,1
3731,24,M,Married,66.46,1325.24,Engineering,4,Conventional,Full-time,True,True,Paid,3.39,2,True,Low,69,709,Unemployed,1
3732,22,M,Married,75.37,1112.39,Arts,3,Conventional,Part-time,True,False,Unpaid,2.01,3,True,Low,14,311,Employed,0
3733,25,F,Divorced,83.4,908.73,Engineering,4,Block,Part-time,False,False,Unpaid,3.01,3,True,Low,33,11,Unemployed,0
3734,29,F,Married,89.01,853.57,Business,3,Conventional,Full-time,False,False,Paid,2.68,1,False,Low,62,339,Employed,0
3735,22,F,Divorced,85.42,1430.27,Business,5,Block,Full-time,True,True,Unpaid,2.79,4,False,Low,64,771,Self-employed,1
3736,18,F,Single,88.56,1340.73,Business,2,Block,Part-time,False,True,Unpaid,2.53,8,False,Low,71,782,Self-employed,0
3737,22,M,Married,77.17,1129.44,Sciences,2,Conventional,Full-time,False,False,Unpaid,1.41,1,True,Low,34,699,Self-employed,0
3738,21,M,Divorced,89.11,1516.98,Arts,1,Conventional,Full-time,False,True,Paid,1.19,0,False,Low,75,226,Employed,0
3739,23,M,Married,65.75,1128.69,Engineering,4,Conventional,Part-time,True,True,Unpaid,2.63,9,False,Medium,45,526,Employed,0
3740,20,F,Divorced,66.5,1368.24,Business,1,Block,Full-time,False,True,Paid,2.95,7,False,High,23,734,Unemployed,0
3741,28,M,Divorced,66.51,1527.29,Engineering,1,Conventional,Part-time,False,True,Unpaid,3.18,4,True,Medium,0,815,Self-employed,1
3742,22,M,Married,95.63,1472.57,Business,2,Block,Part-time,True,False,Paid,3.17,3,False,High,76,330,Employed,1
3743,19,M,Single,63.04,1208.88,Arts,4,Block,Full-time,True,False,Paid,3.22,2,True,High,78,949,Unemployed,1
3744,28,F,Divorced,92.06,1344.51,Business,2,Conventional,Part-time,True,False,Paid,1.06,6,True,High,33,902,Unemployed,1
3745,23,F,Single,69.34,1130.93,Engineering,1,Block,Part-time,True,True,Paid,1.67,6,True,Low,36,978,Self-employed,1
3746,29,F,Married,78.74,1317.76,Business,4,Block,Full-time,True,False,Paid,3.19,8,False,High,12,642,Employed,1
3747,23,M,Married,96.64,1006.04,Engineering,2,Conventional,Part-time,False,False,Paid,1.37,3,False,Medium,15,670,Self-employed,0
3748,22,M,Single,83.44,1147.79,Business,3,Conventional,Full-time,False,False,Paid,1.56,2,True,High,35,182,Employed,0
3749,23,M,Married,68.4,967.64,Engineering,3,Block,Full-time,True,False,Paid,2.98,5,False,Medium,69,708,Self-employed,0
3750,28,M,Divorced,71.36,830.55,Business,5,Conventional,Part-time,True,True,Unpaid,3.42,5,True,Medium,97,708,Unemployed,1
3751,24,F,Single,96.82,1270.83,Arts,5,Block,Full-time,False,True,Paid,1.49,4,False,Medium,75,133,Employed,1
3752,29,M,Married,77.09,1491.54,Business,4,Block,Full-time,False,False,Unpaid,2.65,1,True,Low,53,528,Employed,1
3753,22,F,Married,83.48,820.46,Sciences,5,Block,Full-time,True,False,Paid,1.54,1,False,Low,43,680,Employed,1
3754,18,M,Single,78.4,956.82,Engineering,4,Block,Part-time,True,True,Paid,1.63,4,True,Low,37,768,Unemployed,0
3755,25,F,Divorced,75.14,1168.15,Business,1,Block,Part-time,False,False,Paid,2.45,2,True,Medium,46,396,Unemployed,0
3756,21,M,Single,68.93,1332.72,Sciences,3,Conventional,Part-time,True,False,Unpaid,3.02,2,False,Medium,48,240,Self-employed,1
3757,26,M,Married,87.45,936.98,Engineering,4,Conventional,Full-time,True,False,Unpaid,2.72,9,False,Medium,35,445,Unemployed,1
3758,27,F,Married,88.73,845.36,Business,1,Block,Full-time,True,False,Paid,1.28,7,False,Medium,63,260,Unemployed,0
3759,29,F,Single,71.0,1215.24,Business,3,Conventional,Full-time,True,True,Unpaid,1.86,0,True,Medium,62,973,Self-employed,1
3760,23,M,Divorced,91.56,1454.97,Arts,2,Conventional,Part-time,False,False,Unpaid,3.81,4,True,Medium,23,125,Unemployed,1
3761,18,M,Divorced,94.18,828.19,Business,1,Conventional,Part-time,False,True,Unpaid,2.88,4,True,Medium,67,939,Self-employed,1
3762,20,M,Divorced,96.83,1079.5,Engineering,2,Conventional,Full-time,True,True,Unpaid,2.97,8,True,Low,88,93,Unemployed,0
3763,20,F,Single,66.45,1330.81,Sciences,5,Block,Full-time,True,True,Paid,1.63,0,False,High,10,413,Unemployed,0
3764,27,M,Divorced,72.16,904.59,Business,4,Block,Full-time,True,True,Unpaid,3.87,0,False,Medium,45,477,Employed,0
3765,29,F,Divorced,94.41,988.76,Sciences,3,Conventional,Part-time,False,True,Unpaid,1.62,2,False,Low,2,422,Employed,1
3766,29,M,Divorced,67.94,1228.39,Engineering,5,Block,Part-time,False,True,Unpaid,1.75,5,True,Low,6,841,Employed,1
3767,21,M,Divorced,60.14,1562.59,Engineering,1,Block,Part-time,True,True,Unpaid,2.53,8,True,Medium,53,205,Unemployed,1
3768,23,M,Married,94.83,1029.87,Business,5,Block,Full-time,True,False,Paid,2.49,9,False,Low,10,384,Employed,0
3769,24,M,Single,73.06,1190.02,Arts,2,Block,Part-time,True,False,Paid,1.1,6,True,Medium,64,635,Self-employed,0
3770,27,F,Single,76.58,1119.94,Business,2,Block,Full-time,True,True,Paid,3.23,9,False,High,40,449,Employed,1
3771,21,F,Divorced,77.85,1517.92,Arts,4,Conventional,Part-time,False,False,Paid,1.29,8,True,Low,54,646,Self-employed,0
3772,23,M,Single,93.93,857.51,Business,5,Block,Part-time,False,True,Unpaid,1.16,1,True,Low,58,371,Self-employed,1
3773,28,M,Single,73.52,1252.92,Sciences,3,Block,Part-time,True,True,Unpaid,2.52,4,True,High,25,139,Self-employed,0
3774,18,M,Married,95.69,1476.9,Arts,2,Block,Part-time,True,True,Unpaid,1.14,0,True,High,53,6,Self-employed,0
3775,25,F,Single,84.68,1590.49,Arts,1,Conventional,Full-time,False,False,Unpaid,1.6,7,True,High,13,6,Unemployed,1
3776,24,M,Married,81.09,1358.98,Sciences,5,Conventional,Full-time,True,False,Paid,2.17,2,True,Low,46,515,Self-employed,1
3777,28,F,Single,73.02,1103.95,Business,3,Block,Full-time,True,False,Paid,2.81,6,True,High,15,340,Self-employed,0
3778,28,F,Married,69.75,1129.46,Engineering,3,Block,Part-time,False,True,Unpaid,3.35,0,True,Medium,11,614,Employed,0
3779,26,F,Married,84.96,1081.35,Engineering,3,Conventional,Full-time,False,True,Paid,1.87,5,True,Medium,92,997,Employed,0
3780,20,F,Single,77.88,1282.89,Business,3,Block,Part-time,False,False,Paid,2.41,8,False,Low,58,596,Self-employed,1
3781,19,M,Married,96.42,1391.52,Sciences,2,Conventional,Full-time,False,True,Paid,3.86,4,False,Medium,31,558,Unemployed,1
3782,18,M,Married,79.67,1455.57,Engineering,4,Block,Full-time,True,True,Unpaid,2.17,6,False,High,9,443,Unemployed,0
3783,20,F,Single,80.47,1133.27,Sciences,5,Block,Part-time,False,True,Unpaid,3.13,6,False,Medium,92,398,Employed,0
3784,22,M,Married,76.67,1373.37,Business,2,Block,Full-time,True,True,Paid,1.81,7,True,High,82,576,Employed,1
3785,28,M,Married,91.57,1532.98,Sciences,4,Block,Part-time,False,False,Paid,2.87,4,False,Low,54,749,Employed,1
3786,19,M,Married,76.99,1536.66,Sciences,3,Conventional,Full-time,True,True,Unpaid,3.41,3,True,High,72,131,Employed,1
3787,29,F,Married,70.77,1363.22,Sciences,1,Block,Part-time,True,True,Paid,3.74,0,False,Medium,88,880,Unemployed,1
3788,20,M,Married,94.48,1309.52,Engineering,3,Conventional,Part-time,False,False,Paid,3.81,7,False,High,18,556,Employed,1
3789,21,M,Divorced,83.87,1225.22,Sciences,4,Conventional,Full-time,False,False,Paid,1.91,5,True,Low,38,814,Employed,1
3790,24,M,Married,83.66,946.56,Arts,4,Conventional,Full-time,False,True,Unpaid,1.6,0,True,High,8,386,Unemployed,0
3791,20,M,Married,84.43,898.9,Sciences,1,Conventional,Part-time,False,False,Paid,3.44,4,False,Medium,16,328,Self-employed,0
3792,26,M,Married,88.75,1188.57,Sciences,2,Conventional,Part-time,False,False,Paid,2.89,9,False,Low,90,969,Unemployed,0
3793,25,M,Married,72.52,927.56,Business,1,Block,Part-time,True,False,Unpaid,2.24,1,False,Medium,7,398,Employed,0
3794,21,M,Single,61.35,1261.6,Sciences,3,Conventional,Full-time,False,False,Unpaid,1.11,5,True,Medium,86,171,Unemployed,0
3795,18,M,Divorced,92.42,1316.56,Sciences,5,Conventional,Full-time,False,False,Paid,1.92,0,False,Medium,54,740,Self-employed,0
3796,18,M,Single,65.16,1220.49,Engineering,2,Block,Full-time,True,True,Unpaid,1.33,3,True,High,76,260,Employed,0
3797,18,M,Divorced,88.87,829.14,Arts,5,Conventional,Part-time,False,False,Unpaid,2.48,2,True,Medium,40,277,Employed,0
3798,18,F,Married,63.29,846.18,Business,5,Conventional,Part-time,True,False,Paid,3.48,5,True,Low,7,20,Self-employed,1
3799,25,M,Married,75.01,890.67,Arts,2,Block,Part-time,True,False,Paid,1.94,6,True,Low,12,830,Self-employed,1
3800,20,F,Divorced,62.52,922.92,Sciences,3,Conventional,Full-time,False,True,Paid,2.07,4,True,Medium,76,314,Employed,1
3801,23,M,Divorced,80.89,1591.91,Engineering,4,Conventional,Full-time,True,False,Unpaid,3.35,7,False,High,54,792,Employed,0
3802,20,F,Single,86.13,1075.6,Arts,3,Block,Part-time,False,True,Unpaid,2.37,2,True,High,80,27,Unemployed,1
3803,28,F,Divorced,66.86,1033.58,Arts,4,Conventional,Part-time,False,False,Paid,3.0,2,False,Low,19,861,Unemployed,0
3804,22,M,Married,74.87,841.81,Arts,4,Conventional,Part-time,True,False,Unpaid,1.57,1,False,High,68,267,Self-employed,0
3805,24,F,Single,97.21,1308.26,Arts,2,Block,Full-time,False,True,Unpaid,1.75,8,False,Low,24,47,Unemployed,0
3806,19,F,Divorced,77.7,1321.75,Arts,2,Block,Full-time,False,True,Paid,2.9,3,False,Medium,15,642,Employed,0
3807,23,F,Divorced,92.1,940.36,Engineering,1,Conventional,Full-time,False,True,Unpaid,1.34,1,False,Medium,42,517,Unemployed,0
3808,23,M,Single,97.09,1535.39,Sciences,5,Block,Full-time,True,False,Unpaid,1.53,6,True,High,81,42,Self-employed,1
3809,28,F,Divorced,98.97,1440.39,Engineering,5,Conventional,Full-time,False,True,Unpaid,1.95,7,True,Low,58,924,Employed,1
3810,20,F,Married,95.93,984.26,Engineering,5,Conventional,Part-time,True,True,Unpaid,1.54,2,True,Low,72,47,Employed,1
3811,23,M,Single,72.7,1188.68,Engineering,5,Block,Part-time,False,True,Unpaid,3.93,8,True,Low,34,410,Unemployed,0
3812,27,F,Divorced,98.5,1166.71,Engineering,1,Conventional,Part-time,True,True,Unpaid,1.77,3,True,Low,9,88,Unemployed,0
3813,27,F,Married,92.5,1078.82,Sciences,4,Block,Full-time,False,True,Paid,3.86,6,True,High,98,912,Self-employed,0
3814,22,F,Divorced,93.49,1454.11,Sciences,1,Block,Full-time,True,True,Paid,3.54,8,True,Low,18,414,Unemployed,1
3815,29,M,Single,60.61,887.41,Engineering,2,Block,Full-time,True,False,Paid,2.0,6,False,Low,12,670,Self-employed,1
3816,19,F,Divorced,98.17,1132.25,Arts,3,Block,Full-time,False,True,Unpaid,2.65,4,False,Low,99,420,Employed,0
3817,26,M,Divorced,91.12,1142.42,Sciences,4,Block,Part-time,True,True,Paid,2.01,9,False,Low,88,177,Self-employed,0
3818,25,F,Divorced,90.72,1174.98,Sciences,4,Conventional,Full-time,False,True,Paid,3.11,0,False,Medium,68,533,Unemployed,1
3819,20,F,Married,63.26,1489.08,Engineering,1,Conventional,Part-time,False,True,Paid,2.09,1,False,Medium,80,245,Unemployed,1
3820,25,F,Married,69.3,974.53,Arts,2,Conventional,Full-time,False,False,Unpaid,2.4,6,True,Low,33,607,Employed,0
3821,26,F,Divorced,98.49,882.34,Arts,2,Block,Part-time,False,True,Paid,3.16,4,False,Medium,42,745,Unemployed,0
3822,20,M,Divorced,80.03,1294.25,Engineering,4,Block,Full-time,False,False,Paid,2.25,8,False,High,86,499,Employed,1
3823,20,F,Single,75.91,939.07,Engineering,1,Block,Part-time,False,False,Unpaid,3.07,2,False,Low,66,739,Self-employed,0
3824,19,M,Divorced,93.6,859.95,Sciences,5,Block,Full-time,True,True,Unpaid,2.11,8,False,High,9,228,Self-employed,1
3825,25,F,Single,63.49,1141.32,Sciences,4,Block,Part-time,False,True,Paid,2.2,9,False,High,31,149,Self-employed,1
3826,27,M,Married,76.68,975.72,Business,5,Conventional,Part-time,False,False,Unpaid,1.96,5,True,Medium,96,681,Unemployed,1
3827,18,F,Divorced,75.03,1088.97,Business,3,Block,Part-time,False,True,Unpaid,3.97,9,True,Medium,70,510,Unemployed,0
3828,25,F,Single,73.99,1007.77,Engineering,2,Block,Full-time,True,True,Paid,2.51,9,True,Medium,12,180,Unemployed,1
3829,24,M,Married,72.31,874.11,Business,4,Block,Part-time,False,False,Paid,1.67,2,False,Low,37,236,Unemployed,0
3830,24,M,Single,68.4,1248.28,Arts,3,Conventional,Part-time,True,True,Paid,2.7,0,False,High,10,825,Self-employed,1
3831,20,M,Married,66.92,821.61,Arts,5,Conventional,Part-time,False,False,Paid,2.41,9,False,High,14,622,Self-employed,1
3832,18,M,Divorced,85.62,1573.1,Arts,4,Conventional,Full-time,True,True,Unpaid,3.34,8,True,Medium,86,551,Unemployed,0
3833,21,F,Single,96.78,1073.06,Sciences,3,Block,Full-time,False,False,Paid,3.81,2,False,Medium,82,197,Self-employed,1
3834,26,M,Divorced,80.35,1356.13,Business,4,Block,Full-time,True,True,Unpaid,1.33,1,True,Low,7,898,Unemployed,0
3835,22,M,Single,71.92,1448.29,Business,3,Block,Full-time,True,True,Unpaid,3.94,0,False,Low,48,106,Unemployed,0
3836,18,M,Married,66.37,1023.28,Engineering,3,Conventional,Full-time,True,False,Paid,1.49,3,True,Medium,87,170,Self-employed,1
3837,22,F,Single,93.21,1398.99,Sciences,5,Block,Full-time,True,True,Unpaid,1.82,6,True,Medium,65,918,Self-employed,0
3838,25,F,Single,98.86,1465.94,Sciences,2,Block,Part-time,False,True,Paid,3.33,2,False,Medium,29,695,Employed,1
3839,25,F,Divorced,73.97,993.05,Sciences,1,Conventional,Full-time,True,True,Paid,1.47,9,True,High,43,492,Employed,1
3840,22,F,Divorced,71.64,1594.0,Arts,3,Conventional,Full-time,False,True,Unpaid,3.45,5,False,Low,53,732,Self-employed,1
3841,29,M,Divorced,84.06,816.55,Sciences,2,Conventional,Full-time,False,True,Paid,3.02,2,False,High,96,64,Employed,0
3842,26,F,Married,91.01,973.6,Business,1,Conventional,Full-time,True,False,Unpaid,3.42,8,False,Medium,82,155,Employed,1
3843,18,M,Divorced,78.22,1424.02,Engineering,5,Conventional,Full-time,False,True,Unpaid,2.69,6,True,Low,30,735,Self-employed,0
3844,21,F,Single,85.2,955.3,Business,4,Conventional,Part-time,True,True,Paid,3.95,5,False,Medium,23,884,Self-employed,0
3845,20,M,Married,88.66,1358.61,Sciences,2,Conventional,Full-time,True,True,Unpaid,2.78,3,True,High,85,839,Unemployed,0
3846,19,M,Divorced,98.42,1484.42,Engineering,4,Conventional,Part-time,False,True,Unpaid,2.19,3,True,Low,38,147,Self-employed,1
3847,25,M,Single,66.6,1567.37,Arts,4,Block,Full-time,False,True,Paid,3.9,3,True,Low,92,166,Unemployed,0
3848,24,M,Single,99.9,1179.4,Engineering,1,Conventional,Part-time,False,True,Unpaid,1.22,4,True,Medium,33,168,Self-employed,1
3849,26,M,Married,75.69,1576.89,Sciences,2,Block,Full-time,True,False,Unpaid,2.54,0,False,Medium,60,833,Self-employed,1
3850,19,F,Single,88.93,1129.3,Sciences,3,Conventional,Full-time,False,True,Unpaid,2.9,6,False,High,3,374,Unemployed,1
3851,21,M,Divorced,82.9,974.5,Engineering,1,Block,Full-time,True,True,Paid,2.04,8,False,High,49,745,Self-employed,0
3852,23,M,Single,79.47,1211.14,Sciences,2,Block,Full-time,True,False,Unpaid,1.28,5,True,High,52,135,Unemployed,0
3853,28,M,Divorced,87.92,1319.86,Sciences,3,Block,Part-time,True,False,Paid,2.23,1,True,Low,80,661,Employed,0
3854,20,M,Divorced,75.83,1166.37,Sciences,4,Block,Part-time,False,True,Paid,3.43,6,False,Medium,27,29,Employed,1
3855,25,F,Married,65.04,1253.58,Sciences,5,Conventional,Part-time,False,False,Unpaid,2.71,2,False,Low,37,375,Employed,0
3856,20,F,Single,79.56,1133.13,Engineering,5,Conventional,Full-time,False,True,Unpaid,3.27,5,True,Low,3,764,Unemployed,1
3857,29,M,Married,80.88,1219.81,Engineering,1,Block,Full-time,False,True,Unpaid,3.15,8,True,Low,15,934,Unemployed,0
3858,19,M,Married,68.08,1562.08,Business,3,Block,Full-time,False,True,Paid,1.86,9,False,Low,41,141,Self-employed,0
3859,20,M,Married,97.42,1199.86,Arts,3,Conventional,Part-time,True,True,Unpaid,1.76,7,True,High,42,907,Self-employed,1
3860,28,M,Divorced,69.1,1002.54,Arts,5,Conventional,Full-time,True,False,Unpaid,3.37,5,True,High,63,809,Self-employed,1
3861,23,F,Divorced,76.37,1407.0,Business,3,Conventional,Part-time,False,True,Paid,1.51,9,False,Medium,99,310,Unemployed,1
3862,19,F,Divorced,66.2,1070.07,Engineering,2,Block,Full-time,True,True,Unpaid,2.7,4,False,Medium,30,294,Self-employed,0
3863,25,M,Divorced,81.43,1452.97,Business,2,Block,Full-time,True,False,Unpaid,3.87,3,False,Medium,78,680,Self-employed,1
3864,18,M,Single,72.31,845.47,Sciences,5,Conventional,Full-time,True,False,Unpaid,2.58,7,True,High,8,291,Self-employed,0
3865,24,M,Single,79.57,1065.74,Sciences,4,Conventional,Part-time,False,False,Paid,3.42,5,False,Low,99,435,Unemployed,1
3866,19,M,Divorced,68.98,875.49,Arts,4,Block,Full-time,False,True,Paid,1.77,7,False,Low,67,856,Self-employed,0
3867,27,M,Divorced,62.15,868.25,Engineering,4,Conventional,Part-time,True,False,Unpaid,1.17,8,True,Low,82,184,Employed,1
3868,29,F,Single,91.17,1326.71,Arts,5,Conventional,Part-time,True,False,Unpaid,2.04,3,False,Medium,33,678,Unemployed,1
3869,23,F,Married,85.64,1108.27,Business,1,Conventional,Full-time,True,True,Paid,2.72,9,True,Medium,87,930,Employed,0
3870,29,M,Married,73.63,1497.18,Arts,3,Block,Full-time,True,True,Unpaid,2.92,1,True,Low,10,551,Self-employed,1
3871,19,F,Divorced,61.9,1213.12,Arts,2,Block,Part-time,False,False,Unpaid,2.61,6,False,Low,34,669,Employed,0
3872,19,F,Married,94.62,1036.27,Sciences,2,Conventional,Part-time,False,True,Paid,2.3,7,True,Medium,27,536,Self-employed,0
3873,27,F,Divorced,66.79,1376.71,Arts,1,Block,Full-time,True,True,Unpaid,3.96,3,True,High,91,759,Employed,1
3874,25,M,Divorced,97.23,1299.21,Business,3,Conventional,Full-time,True,True,Paid,3.07,1,True,Medium,10,483,Employed,0
3875,29,F,Divorced,79.14,1439.68,Engineering,4,Block,Part-time,False,False,Paid,3.86,8,True,Medium,37,346,Employed,0
3876,19,F,Single,73.62,1314.87,Arts,2,Conventional,Part-time,False,False,Paid,1.53,2,True,Low,97,407,Employed,1
3877,24,M,Married,89.67,933.61,Engineering,4,Block,Part-time,False,False,Paid,4.0,2,False,Low,14,44,Unemployed,0
3878,20,F,Single,95.07,1336.25,Business,4,Block,Full-time,True,False,Unpaid,3.11,8,False,Low,60,2,Unemployed,0
3879,25,M,Married,74.83,1113.24,Arts,5,Block,Full-time,True,True,Unpaid,3.92,7,False,Medium,7,177,Self-employed,1
3880,24,F,Single,76.29,1170.51,Engineering,5,Conventional,Full-time,False,True,Unpaid,2.82,3,True,Low,64,582,Self-employed,0
3881,25,M,Single,77.33,1537.25,Sciences,3,Conventional,Full-time,False,True,Paid,1.46,9,False,Medium,23,570,Self-employed,0
3882,24,M,Divorced,96.89,1087.97,Sciences,2,Block,Part-time,False,True,Paid,2.04,3,False,High,49,724,Employed,0
3883,28,F,Divorced,87.7,1289.57,Business,5,Conventional,Part-time,True,True,Unpaid,1.16,0,True,Medium,9,865,Unemployed,0
3884,23,F,Single,69.91,1090.79,Arts,3,Conventional,Full-time,True,False,Unpaid,1.45,0,False,Low,16,370,Unemployed,1
3885,24,M,Married,67.4,875.78,Business,1,Block,Part-time,False,True,Unpaid,4.0,8,False,Low,77,802,Self-employed,0
3886,22,M,Married,69.21,1162.82,Engineering,4,Conventional,Part-time,False,False,Paid,3.75,0,False,High,0,739,Self-employed,0
3887,24,F,Divorced,70.54,1277.65,Engineering,2,Block,Part-time,True,False,Paid,3.71,1,True,Low,10,968,Unemployed,1
3888,18,F,Divorced,69.21,1126.0,Business,2,Conventional,Part-time,True,True,Unpaid,1.01,6,False,Low,40,275,Self-employed,0
3889,18,F,Married,86.34,1112.53,Engineering,3,Block,Full-time,True,True,Paid,2.35,1,True,High,2,323,Self-employed,1
3890,26,F,Married,64.64,1456.3,Business,5,Block,Full-time,True,True,Paid,3.35,3,False,High,16,93,Self-employed,0
3891,22,M,Married,75.49,823.75,Business,4,Block,Full-time,True,False,Paid,1.68,9,False,Medium,63,427,Self-employed,1
3892,22,M,Divorced,85.0,1036.47,Sciences,4,Conventional,Part-time,False,True,Unpaid,2.26,1,True,Low,74,43,Unemployed,1
3893,20,M,Married,71.63,1449.41,Engineering,2,Block,Part-time,True,False,Unpaid,1.61,2,False,Low,87,820,Unemployed,0
3894,22,F,Divorced,62.61,1536.42,Business,2,Block,Part-time,False,False,Unpaid,3.08,5,False,High,99,251,Unemployed,1
3895,20,F,Single,63.27,1129.84,Sciences,4,Block,Full-time,True,True,Paid,3.11,6,False,Low,32,631,Employed,0
3896,26,M,Single,65.04,1511.04,Business,1,Block,Part-time,False,False,Paid,1.85,1,True,Low,31,258,Unemployed,0
3897,26,M,Single,93.43,959.14,Engineering,3,Conventional,Part-time,False,False,Paid,2.43,8,True,Low,24,88,Self-employed,1
3898,23,M,Married,86.31,977.14,Sciences,1,Conventional,Part-time,False,True,Unpaid,2.36,1,True,Low,90,595,Unemployed,1
3899,18,M,Divorced,62.58,1476.95,Engineering,5,Block,Part-time,True,True,Unpaid,3.33,3,False,Medium,46,657,Self-employed,1
3900,24,M,Married,75.64,1522.61,Arts,1,Conventional,Part-time,False,False,Unpaid,3.03,4,True,High,42,377,Unemployed,0
3901,24,M,Divorced,71.14,978.24,Arts,1,Conventional,Part-time,False,False,Unpaid,1.2,7,False,Low,80,91,Unemployed,0
3902,27,F,Married,83.12,847.46,Arts,5,Conventional,Full-time,False,True,Unpaid,1.45,3,True,Low,80,592,Self-employed,0
3903,27,M,Single,80.91,872.26,Arts,3,Conventional,Full-time,True,True,Unpaid,3.52,0,False,Low,56,274,Employed,0
3904,21,M,Divorced,79.24,1009.1,Sciences,4,Block,Part-time,True,True,Unpaid,3.9,6,False,High,39,693,Employed,1
3905,25,M,Married,72.58,1409.16,Engineering,1,Block,Part-time,True,True,Paid,2.91,8,False,High,67,83,Employed,1
3906,23,M,Divorced,65.51,1207.99,Business,3,Conventional,Part-time,False,True,Paid,2.09,4,False,Low,81,553,Employed,1
3907,21,M,Divorced,89.7,1164.47,Business,5,Block,Part-time,False,False,Unpaid,1.66,1,True,Medium,74,752,Unemployed,1
3908,21,M,Married,95.19,1267.31,Business,3,Block,Part-time,False,False,Unpaid,3.23,8,True,Medium,40,226,Unemployed,1
3909,19,M,Married,97.77,1512.18,Engineering,1,Conventional,Full-time,False,False,Paid,2.92,2,False,Medium,39,821,Self-employed,0
3910,19,F,Divorced,62.34,872.34,Sciences,4,Conventional,Part-time,True,True,Unpaid,3.73,1,False,Medium,75,811,Unemployed,1
3911,29,M,Divorced,89.6,1355.78,Engineering,5,Block,Part-time,False,False,Paid,3.71,3,False,High,36,37,Unemployed,1
3912,21,F,Single,89.06,1541.43,Arts,5,Conventional,Part-time,False,True,Unpaid,1.92,3,False,High,73,31,Employed,1
3913,22,F,Divorced,97.88,970.68,Business,1,Block,Full-time,False,True,Unpaid,3.41,9,True,Low,14,660,Unemployed,1
3914,25,F,Single,70.12,1470.22,Engineering,3,Block,Part-time,False,True,Unpaid,1.76,4,False,High,57,948,Unemployed,0
3915,23,M,Single,89.69,1358.42,Arts,4,Conventional,Part-time,True,False,Unpaid,3.35,0,True,Medium,57,938,Employed,0
